,time,velocity,distance
947,1020866.0,29761.793601663252,149590985572.95453
948,1021944.0,29761.79668837759,149590970060.55963
949,1023022.0,29761.79977757381,149590954535.6943
950,1024100.0,29761.802869251776,149590938998.35928
951,1025178.0,29761.805963411338,149590923448.55524
952,1026256.0,29761.80906005236,149590907886.2829
953,1027334.0,29761.812159174708,149590892311.54303
954,1028412.0,29761.815260778225,149590876724.3363
955,1029490.0,29761.818364862782,149590861124.66345
956,1030568.0,29761.82147142823,149590845512.5252
957,1031646.0,29761.824580474437,149590829887.92224
958,1032724.0,29761.82769200125,149590814250.85526
959,1033802.0,29761.830806008536,149590798601.32504
960,1034880.0,29761.833922496153,149590782939.33224
961,1035958.0,29761.837041463947,149590767264.8776
962,1037036.0,29761.840162911794,149590751577.96185
963,1038114.0,29761.843286839536,149590735878.5857
964,1039192.0,29761.84641324704,149590720166.74985
965,1040270.0,29761.849542134158,149590704442.45505
966,1041348.0,29761.85267350075,149590688705.70203
967,1042426.0,29761.85580734667,149590672956.49146
968,1043504.0,29761.85894367178,149590657194.82407
969,1044582.0,29761.86208247594,149590641420.70065
970,1045660.0,29761.865223758996,149590625634.1219
971,1046738.0,29761.868367520812,149590609835.08847
972,1047816.0,29761.871513761245,149590594023.60117
973,1048894.0,29761.874662480146,149590578199.6607
974,1049972.0,29761.87781367738,149590562363.26776
975,1051050.0,29761.880967352798,149590546514.42307
976,1052128.0,29761.884123506257,149590530653.12744
977,1053206.0,29761.887282137614,149590514779.3815
978,1054284.0,29761.890443246724,149590498893.18597
979,1055362.0,29761.893606833437,149590482994.54166
980,1056440.0,29761.896772897624,149590467083.44928
981,1057518.0,29761.899941439126,149590451159.9095
982,1058596.0,29761.90311245781,149590435223.9231
983,1059674.0,29761.90628595352,149590419275.4908
984,1060752.0,29761.90946192612,149590403314.61334
985,1061830.0,29761.912640375464,149590387341.29144
986,1062908.0,29761.9158213014,149590371355.52585
987,1063986.0,29761.91900470379,149590355357.31726
988,1065064.0,29761.922190582485,149590339346.66644
989,1066142.0,29761.925378937347,149590323323.57413
990,1067220.0,29761.928569768228,149590307288.04102
991,1068298.0,29761.931763074976,149590291240.06787
992,1069376.0,29761.93495885745,149590275179.65543
993,1070454.0,29761.938157115503,149590259106.80447
994,1071532.0,29761.941357848988,149590243021.51562
995,1072610.0,29761.944561057768,149590226923.7897
996,1073688.0,29761.947766741687,149590210813.62744
997,1074766.0,29761.9509749006,149590194691.02957
998,1075844.0,29761.954185534363,149590178555.9968
999,1076922.0,29761.957398642833,149590162408.5299
1000,1078000.0,29761.960614225853,149590146248.62958
1001,1079078.0,29761.96383228329,149590130076.29666
1002,1080156.0,29761.96705281499,149590113891.53183
1003,1081234.0,29761.970275820808,149590097694.33575
1004,1082312.0,29761.973501300596,149590081484.70932
1005,1083390.0,29761.976729254206,149590065262.65317
1006,1084468.0,29761.979959681492,149590049028.16803
1007,1085546.0,29761.98319258231,149590032781.25473
1008,1086624.0,29761.9864279565,149590016521.91394
1009,1087702.0,29761.989665803932,149590000250.14648
1010,1088780.0,29761.992906124447,149589983965.95306
1011,1089858.0,29761.996148917904,149589967669.3344
1012,1090936.0,29761.99939418415,149589951360.29126
1013,1092014.0,29762.002641923034,149589935038.82443
1014,1093092.0,29762.005892134417,149589918704.9346
1015,1094170.0,29762.00914481815,149589902358.62256
1016,1095248.0,29762.012399974075,149589885999.88904
1017,1096326.0,29762.015657602056,149589869628.73477
1018,1097404.0,29762.01891770193,149589853245.16052
1019,1098482.0,29762.022180273565,149589836849.16708
1020,1099560.0,29762.025445316798,149589820440.75516
1021,1100638.0,29762.028712831492,149589804019.9255
1022,1101716.0,29762.031982817483,149589787586.6789
1023,1102794.0,29762.035255274637,149589771141.01602
1024,1103872.0,29762.0385302028,149589754682.9377
1025,1104950.0,29762.04180760182,149589738212.4447
1026,1106028.0,29762.04508747155,149589721729.53772
1027,1107106.0,29762.04836981184,149589705234.21756
1028,1108184.0,29762.05165462254,149589688726.48495
1029,1109262.0,29762.0549419035,149589672206.3406
1030,1110340.0,29762.058231654573,149589655673.7854
1031,1111418.0,29762.061523875607,149589639128.82
1032,1112496.0,29762.064818566447,149589622571.44522
1033,1113574.0,29762.06811572695,149589606001.66174
1034,1114652.0,29762.07141535696,149589589419.4704
1035,1115730.0,29762.074717456337,149589572824.8719
1036,1116808.0,29762.078022024918,149589556217.86703
1037,1117886.0,29762.081329062556,149589539598.45657
1038,1118964.0,29762.084638569107,149589522966.64124
1039,1120042.0,29762.087950544414,149589506322.4218
1040,1121120.0,29762.091264988325,149589489665.79904
1041,1122198.0,29762.094581900692,149589472996.77374
1042,1123276.0,29762.09790128136,149589456315.34665
1043,1124354.0,29762.101223130183,149589439621.5185
1044,1125432.0,29762.104547447005,149589422915.2901
1045,1126510.0,29762.107874231675,149589406196.6622
1046,1127588.0,29762.111203484044,149589389465.63553
1047,1128666.0,29762.11453520396,149589372722.21094
1048,1129744.0,29762.11786939127,149589355966.38913
1049,1130822.0,29762.12120604582,149589339198.1709
1050,1131900.0,29762.12454516746,149589322417.55698
1051,1132978.0,29762.12788675604,149589305624.5482
1052,1134056.0,29762.131230811403,149589288819.14523
1053,1135134.0,29762.1345773334,149589272001.34894
1054,1136212.0,29762.137926321873,149589255171.16003
1055,1137290.0,29762.141277776678,149589238328.57935
1056,1138368.0,29762.144631697658,149589221473.6076
1057,1139446.0,29762.14798808466,149589204606.2456
1058,1140524.0,29762.15134693753,149589187726.4941
1059,1141602.0,29762.15470825612,149589170834.35388
1060,1142680.0,29762.158072040264,149589153929.82574
1061,1143758.0,29762.161438289822,149589137012.91037
1062,1144836.0,29762.164807004636,149589120083.60864
1063,1145914.0,29762.168178184555,149589103141.92126
1064,1146992.0,29762.17155182942,149589086187.8491
1065,1148070.0,29762.17492793908,149589069221.39282
1066,1149148.0,29762.178306513382,149589052242.55322
1067,1150226.0,29762.181687552165,149589035251.33112
1068,1151304.0,29762.185071055286,149589018247.72733
1069,1152382.0,29762.188457022585,149589001231.74255
1070,1153460.0,29762.191845453908,149588984203.3776
1071,1154538.0,29762.1952363491,149588967162.63327
1072,1155616.0,29762.198629708004,149588950109.51028
1073,1156694.0,29762.202025530474,149588933044.00952
1074,1157772.0,29762.205423816347,149588915966.13168
1075,1158850.0,29762.208824565467,149588898875.8776
1076,1159928.0,29762.212227777687,149588881773.24802
1077,1161006.0,29762.215633452848,149588864658.2437
1078,1162084.0,29762.219041590797,149588847530.86554
1079,1163162.0,29762.222452191374,149588830391.1142
1080,1164240.0,29762.225865254426,149588813238.99054
1081,1165318.0,29762.229280779793,149588796074.4953
1082,1166396.0,29762.232698767326,149588778897.6293
1083,1167474.0,29762.23611921686,149588761708.3933
1084,1168552.0,29762.239542128253,149588744506.78812
1085,1169630.0,29762.242967501337,149588727292.81458
1086,1170708.0,29762.246395335966,149588710066.4734
1087,1171786.0,29762.24982563197,149588692827.76532
1088,1172864.0,29762.2532583892,149588675576.69125
1089,1173942.0,29762.256693607505,149588658313.25192
1090,1175020.0,29762.260131286723,149588641037.44812
1091,1176098.0,29762.263571426698,149588623749.2807
1092,1177176.0,29762.267014027268,149588606448.75037
1093,1178254.0,29762.270459088286,149588589135.85797
1094,1179332.0,29762.27390660959,149588571810.6043
1095,1180410.0,29762.27735659102,149588554472.99014
1096,1181488.0,29762.280809032425,149588537123.01624
1097,1182566.0,29762.284263933638,149588519760.6835
1098,1183644.0,29762.28772129451,149588502385.9926
1099,1184722.0,29762.291181114884,149588484998.9444
1100,1185800.0,29762.294643394594,149588467599.5397
1101,1186878.0,29762.29810813349,149588450187.7793
1102,1187956.0,29762.30157533141,149588432763.66394
1103,1189034.0,29762.3050449882,149588415327.19455
1104,1190112.0,29762.3085171037,149588397878.37177
1105,1191190.0,29762.311991677743,149588380417.19647
1106,1192268.0,29762.315468710185,149588362943.66946
1107,1193346.0,29762.318948200864,149588345457.79156
1108,1194424.0,29762.322430149612,149588327959.5635
1109,1195502.0,29762.325914556277,149588310448.98615
1110,1196580.0,29762.3294014207,149588292926.0603
1111,1197658.0,29762.33289074272,149588275390.7867
1112,1198736.0,29762.336382522182,149588257843.16623
1113,1199814.0,29762.339876758924,149588240283.19965
1114,1200892.0,29762.34337345279,149588222710.88776
1115,1201970.0,29762.346872603615,149588205126.23138
1116,1203048.0,29762.35037421124,149588187529.23132
1117,1204126.0,29762.353878275513,149588169919.8884
1118,1205204.0,29762.35738479627,149588152298.20337
1119,1206282.0,29762.360893773344,149588134664.17712
1120,1207360.0,29762.364405206587,149588117017.8104
1121,1208438.0,29762.36791909583,149588099359.104
1122,1209516.0,29762.371435440913,149588081688.05884
1123,1210594.0,29762.374954241677,149588064004.67563
1124,1211672.0,29762.378475497968,149588046308.95517
1125,1212750.0,29762.381999209618,149588028600.89835
1126,1213828.0,29762.38552537647,149588010880.5059
1127,1214906.0,29762.389053998362,149587993147.7787
1128,1215984.0,29762.39258507513,149587975402.71747
1129,1217062.0,29762.39611860662,149587957645.32315
1130,1218140.0,29762.399654592664,149587939875.59644
1131,1219218.0,29762.403193033108,149587922093.53824
1132,1220296.0,29762.406733927783,149587904299.14932
1133,1221374.0,29762.410277276533,149587886492.43048
1134,1222452.0,29762.413823079194,149587868673.38263
1135,1223530.0,29762.417371335603,149587850842.00647
1136,1224608.0,29762.420922045603,149587832998.30286
1137,1225686.0,29762.42447520903,149587815142.27264
1138,1226764.0,29762.42803082572,149587797273.9166
1139,1227842.0,29762.43158889551,149587779393.23557
1140,1228920.0,29762.435149418245,149587761500.23038
1141,1229998.0,29762.438712393752,149587743594.90182
1142,1231076.0,29762.442277821876,149587725677.2508
1143,1232154.0,29762.44584570245,149587707747.27795
1144,1233232.0,29762.44941603532,149587689804.9843
1145,1234310.0,29762.452988820314,149587671850.37057
1146,1235388.0,29762.456564057273,149587653883.4376
1147,1236466.0,29762.460141746033,149587635904.18622
1148,1237544.0,29762.46372188643,149587617912.61725
1149,1238622.0,29762.467304478305,149587599908.7315
1150,1239700.0,29762.47088952149,149587581892.52982
1151,1240778.0,29762.47447701582,149587563864.01303
1152,1241856.0,29762.57220876536,149587072683.58316
1153,1252636.0,29762.67018550239,149586580274.76215
1154,1263416.0,29762.768406780197,149586086639.80716
1155,1274196.0,29762.86687215095,149585591780.981
1156,1284976.0,29762.965581165685,149585095700.5522
1157,1295756.0,29763.064533374316,149584598400.79492
1158,1306536.0,29763.163728325628,149584099883.989
1159,1317316.0,29763.263165567296,149583600152.41983
1160,1328096.0,29763.36284464587,149583099208.37842
1161,1338876.0,29763.462765106786,149582597054.1614
1162,1349656.0,29763.562926494364,149582093692.0711
1163,1360436.0,29763.66332835181,149581589124.41522
1164,1371216.0,29763.76397022123,149581083353.50723
1165,1381996.0,29763.8648516436,149580576381.66608
1166,1392776.0,29763.965972158814,149580068211.2162
1167,1403556.0,29764.067331305643,149579558844.48776
1168,1414336.0,29764.168928621762,149579048283.81625
1169,1425116.0,29764.27076364375,149578536531.54282
1170,1435896.0,29764.372835907085,149578023590.0141
1171,1446676.0,29764.475144946133,149577509461.58218
1172,1457456.0,29764.577690294187,149576994148.6047
1173,1468236.0,29764.680471483443,149576477653.44476
1174,1479016.0,29764.783488045,149575959978.4709
1175,1489796.0,29764.886739508867,149575441126.05716
1176,1500576.0,29764.990225403977,149574921098.583
1177,1511356.0,29765.09394525817,149574399898.43332
1178,1522136.0,29765.19789859821,149573877527.9985
1179,1532916.0,29765.302084949766,149573353989.6743
1180,1543696.0,29765.40650383745,149572829285.86185
1181,1554476.0,29765.51115478479,149572303418.9677
1182,1565256.0,29765.616037314227,149571776391.40384
1183,1576036.0,29765.721150947153,149571248205.5876
1184,1586816.0,29765.826495203866,149570718863.9416
1185,1597596.0,29765.932069603616,149570188368.89392
1186,1608376.0,29766.03787366458,149569656722.87793
1187,1619156.0,29766.143906903864,149569123928.33234
1188,1629936.0,29766.250168837523,149568589987.7012
1189,1640716.0,29766.356658980552,149568054903.43378
1190,1651496.0,29766.46337684688,149567518677.98483
1191,1662276.0,29766.570321949395,149566981313.8142
1192,1673056.0,29766.677493799914,149566442813.38715
1193,1683836.0,29766.78489190922,149565903179.1741
1194,1694616.0,29766.892515787036,149565362413.65085
1195,1705396.0,29767.00036494204,149564820519.29828
1196,1716176.0,29767.108438881874,149564277498.60263
1197,1726956.0,29767.21673711313,149563733354.0554
1198,1737736.0,29767.32525914136,149563188088.15308
1199,1748516.0,29767.434004471077,149562641703.3976
1200,1759296.0,29767.54297260576,149562094202.29602
1201,1770076.0,29767.65216304786,149561545587.36047
1202,1780856.0,29767.761575298784,149560995861.10834
1203,1791636.0,29767.871208858924,149560445026.06216
1204,1802416.0,29767.981063227635,149559893084.7496
1205,1813196.0,29768.091137903248,149559340039.70346
1206,1823976.0,29768.20143238307,149558785893.46164
1207,1834756.0,29768.311946163398,149558230648.56717
1208,1845536.0,29768.422678739495,149557674307.56824
1209,1856316.0,29768.533629605616,149557116873.01804
1210,1867096.0,29768.64479825501,149556558347.4748
1211,1877876.0,29768.756184179896,149555998733.50198
1212,1888656.0,29768.8677868715,149555438033.66788
1213,1899436.0,29768.979605820026,149554876250.54602
1214,1910216.0,29769.09164051469,149554313386.71494
1215,1920996.0,29769.203890443685,149553749444.75803
1216,1931776.0,29769.316355094223,149553184427.26382
1217,1942556.0,29769.429033952507,149552618336.82587
1218,1953336.0,29769.54192650374,149552051176.04266
1219,1964116.0,29769.655032232142,149551482947.5176
1220,1974896.0,29769.76835062094,149550913653.85916
1221,1985676.0,29769.881881152356,149550343297.68063
1222,1996456.0,29769.99562330765,149549771881.60043
1223,2007236.0,29770.109576567073,149549199408.24173
1224,2018016.0,29770.223740409903,149548625880.2327
1225,2028796.0,29770.338114314447,149548051300.20633
1226,2039576.0,29770.452697758024,149547475670.80066
1227,2050356.0,29770.567490216974,149546898994.65845
1228,2061136.0,29770.68249116667,149546321274.42734
1229,2071916.0,29770.797700081515,149545742512.75998
1230,2082696.0,29770.913116434942,149545162712.31366
1231,2093476.0,29771.028739699414,149544581875.75067
1232,2104256.0,29771.144569346427,149544000005.73804
1233,2115036.0,29771.260604846524,149543417104.94754
1234,2125816.0,29771.37684566928,149542833176.05588
1235,2136596.0,29771.49329128333,149542248221.74445
1236,2147376.0,29771.609941156326,149541662244.6995
1237,2158156.0,29771.72679475499,149541075247.6119
1238,2168936.0,29771.843851545087,149540487233.1774
1239,2179716.0,29771.96111099143,149539898204.09644
1240,2190496.0,29772.078572557886,149539308163.0742
1241,2201276.0,29772.196235707393,149538717112.8205
1242,2212056.0,29772.314099901934,149538125056.05
1243,2222836.0,29772.432164602553,149537531995.48184
1244,2233616.0,29772.55042926936,149536937933.8401
1245,2244396.0,29772.668893361544,149536342873.8532
1246,2255176.0,29772.787556337338,149535746818.2546
1247,2265956.0,29772.906417654074,149535149769.78207
1248,2276736.0,29773.025476768133,149534551731.1781
1249,2287516.0,29773.144733134985,149533952705.18988
1250,2298296.0,29773.264186209177,149533352694.56912
1251,2309076.0,29773.383835444332,149532751702.07214
1252,2319856.0,29773.50368029316,149532149730.4598
1253,2330636.0,29773.623720207463,149531546782.49768
1254,2341416.0,29773.743954638103,149530942860.9557
1255,2352196.0,29773.86438303507,149530337968.60837
1256,2362976.0,29773.985004847425,149529732108.23486
1257,2373756.0,29774.10581952332,149529125282.61874
1258,2384536.0,29774.22682651002,149528517494.54813
1259,2395316.0,29774.348025253876,149527908746.8156
1260,2406096.0,29774.46941520035,149527299042.2182
1261,2416876.0,29774.59099579401,149526688383.5575
1262,2427656.0,29774.71276647852,149526076773.63947
1263,2438436.0,29774.834726696667,149525464215.27454
1264,2449216.0,29774.956875890337,149524850711.27756
1265,2459996.0,29775.079213500543,149524236264.46777
1266,2470776.0,29775.201738967407,149523620877.66888
1267,2481556.0,29775.324451730175,149523004553.70898
1268,2492336.0,29775.44735122721,149522387295.42044
1269,2503116.0,29775.570436896007,149521769105.64008
1270,2513896.0,29775.693708173178,149521149987.20908
1271,2524676.0,29775.81716449447,149520529942.9729
1272,2535456.0,29775.940805294766,149519908975.78134
1273,2546236.0,29776.064630008077,149519287088.48862
1274,2557016.0,29776.188638067553,149518664283.9531
1275,2567796.0,29776.312828905477,149518040565.0375
1276,2578576.0,29776.437201953293,149517415934.60883
1277,2589356.0,29776.561756641564,149516790395.53833
1278,2600136.0,29776.686492400015,149516163950.7015
1279,2610916.0,29776.811408657522,149515536602.97812
1280,2621696.0,29776.93650484211,149514908355.25214
1281,2632476.0,29777.06178038095,149514279210.4117
1282,2643256.0,29777.18723470038,149513649171.3492
1283,2654036.0,29777.312867225894,149513018240.9612
1284,2664816.0,29777.438677382153,149512386422.14844
1285,2675596.0,29777.564664592974,149511753717.81577
1286,2686376.0,29777.690828281342,149511120130.8722
1287,2697156.0,29777.817167869427,149510485664.23093
1288,2707936.0,29777.943682778543,149509850320.80923
1289,2718716.0,29778.07037242921,149509214103.52853
1290,2729496.0,29778.197236241096,149508577015.31427
1291,2740276.0,29778.32427363308,149507939059.09598
1292,2751056.0,29778.451484023193,149507300237.80734
1293,2761836.0,29778.57886682867,149506660554.386
1294,2772616.0,29778.70642146593,149506020011.7737
1295,2783396.0,29778.834147350575,149505378612.9162
1296,2794176.0,29786.30562664814,149467874197.2944
1297,2901976.0,29793.792672534808,149430309612.4026
1298,3009776.0,29801.29184496764,149392702183.2925
1299,3117576.0,29808.79969051357,149355069280.98624
1300,3225376.0,29816.312743893293,149317428314.5637
1301,3333176.0,29823.82752954493,149279796723.184
1302,3440976.0,29831.340563206963,149242191968.04437
1303,3548776.0,29838.848353519705,149204631524.27988
1304,3656576.0,29846.34740364484,149167132872.80756
1305,3764376.0,29853.83421290219,149129713492.11862
1306,3872176.0,29861.305278423173,149092390850.02292
1307,3979976.0,29868.757096820034,149055182395.3488
1308,4087776.0,29876.18616587022,149018105549.60294
1309,4195576.0,29883.588986214992,148981177698.59464
1310,4303376.0,29890.962063071474,148944416184.02765
1311,4411176.0,29898.301907957233,148907838295.0653
1312,4518976.0,29905.60504042643,148871461259.87244
1313,4626776.0,29912.86798981673,148835302237.13904
1314,4734576.0,29920.087297005735,148799378307.59033
1315,4842376.0,29927.259516176207,148763706465.48798
1316,4950176.0,29934.381216588798,148728303610.12735
1317,5057976.0,29941.448984361283,148693186537.3358
1318,5165776.0,29948.4594242532,148658371930.97693
1319,5273576.0,29955.40916145469,148623876354.4663
1320,5381376.0,29962.294843378397,148589716242.30328
1321,5489176.0,29969.113141453177,148555907891.6248
1322,5596976.0,29975.860752918412,148522467453.78625
1323,5704776.0,29982.53440261762,148489410925.97513
1324,5812576.0,29989.13084479014,148456754142.86237
1325,5920376.0,29995.64686485943,148424512768.29764
1326,6028176.0,30002.07928121686,148392702287.05386
1327,6135976.0,30008.424946999377,148361337996.62668
1328,6243776.0,30014.68075185987,148330434999.09464
1329,6351576.0,30020.84362372872,148300008193.04553
1330,6459376.0,30026.910530565136,148270072265.57535
1331,6567176.0,30032.87848209687,148240641684.36493
1332,6674976.0,30038.744531546832,148211730689.84018
1333,6782776.0,30044.505777345174,148183353287.4224
1334,6890576.0,30050.159364825322,148155523239.87375
1335,6998376.0,30055.702487902552,148128254059.7439
1336,7106176.0,30061.132390733575,148101559001.92377
1337,7213976.0,30066.446369355686,148075451056.31223
1338,7321776.0,30071.641773303938,148049942940.60104
1339,7429576.0,30076.716007204912,148025047093.1845
1340,7537376.0,30081.666532345593,148000775666.1986
1341,7645176.0,30086.490868215824,147977140518.696
1342,7752976.0,30091.186594022987,147954153209.96228
1343,7860776.0,30095.751350177296,147931824992.97824
1344,7968576.0,30100.18283974643,147910166808.03513
1345,8076376.0,30104.47882987794,147889189276.5064
1346,8184176.0,30108.637153188127,147868902694.78262
1347,8291976.0,30112.655709115927,147849317028.37393
1348,8399776.0,30116.532465240478,147830441906.18564
1349,8507576.0,30120.265458561018,147812286614.97104
1350,8615376.0,30123.85279673781,147794860093.96738
1351,8723176.0,30127.292659292798,147778170929.71872
1352,8830976.0,30130.583298768754,147762227351.09058
1353,8938776.0,30133.723041845704,147747037224.48114
1354,9046576.0,30136.710290413426,147732608049.23248
1355,9154376.0,30139.543522598935,147718946953.24673
1356,9262176.0,30142.221293747793,147706060688.8104
1357,9369976.0,30144.74223735824,147693955628.63113
1358,9477776.0,30147.105065967113,147682637762.0905
1359,9585576.0,30149.308571986563,147672112691.71573
1360,9693376.0,30151.351628490724,147662385629.87405
1361,9801176.0,30153.233189951417,147653461395.69266
1362,9908976.0,30154.95229292208,147645344412.20697
1363,10016776.0,30156.50805666919,147638038703.73993
1364,10124576.0,30157.89968375048,147631547893.51453
1365,10232376.0,30159.12646053925,147625875201.50232
1366,10340176.0,30160.18775769427,147621023442.50922
1367,10447976.0,30161.08303057472,147616995024.501
1368,10555776.0,30161.811819599596,147613791947.16965
1369,10663576.0,30162.373750551404,147611415800.74203
1370,10771376.0,30162.768534823543,147609867765.03226
1371,10879176.0,30162.995969611296,147609148608.73795
1372,10986976.0,30163.0559380461,147609258688.982
1373,11094776.0,30162.948409273016,147610197951.09946
1374,11202576.0,30162.673438471207,147611965928.67014
1375,11310376.0,30162.231166817543,147614561743.79678
1376,11418176.0,30161.621821393255,147617984107.62875
1377,11525976.0,30160.845715033804,147622231321.13034
1378,11633776.0,30159.903246122107,147627301276.09338
1379,11741576.0,30158.79489832539,147633191456.39285
1380,11849376.0,30157.52124027588,147639898939.4848
1381,11957176.0,30156.082925195857,147647420398.14453
1382,12064976.0,30154.480690467262,147655752102.44394
1383,12172776.0,30152.715357146586,147664889921.966
1384,12280576.0,30150.787829425364,147674829328.2543
1385,12388376.0,30148.699094037056,147685565397.4952
1386,12496176.0,30146.450219610844,147697092813.43073
1387,12603976.0,30144.042355973128,147709405870.49854
1388,12711776.0,30141.47673339748,147722498477.1972
1389,12819576.0,30138.754661803905,147736364159.6726
1390,12927376.0,30135.87752990819,147750996065.52322
1391,13035176.0,30132.846804322424,147766386967.81985
1392,13142976.0,30129.664028607516,147782529269.33707
1393,13250776.0,30126.330822278847,147799415006.99173
1394,13358576.0,30122.848879766025,147817035856.48532
1395,13466376.0,30119.219969327944,147835383137.1455
1396,13574176.0,30115.445931924252,147854447816.96255
1397,13681976.0,30111.52868004441,147874220517.81668
1398,13789776.0,30107.470196495553,147894691520.89133
1399,13897576.0,30103.27253315053,147915850772.26755
1400,14005376.0,30098.937809657215,147937687888.69504
1401,14113176.0,30094.468212110565,147960192163.5348
1402,14220976.0,30089.86599168876,147983352572.86768
1403,14328776.0,30085.13346325468,148007157781.765
1404,14436576.0,30080.273003924278,148031596150.71436
1405,14544376.0,30075.287051603096,148056655742.19666
1406,14652176.0,30070.17810349251,148082324327.40775
1407,14759976.0,30064.948714567032,148108589393.12033
1408,14867776.0,30059.601496024166,148135438148.67957
1409,14975576.0,30054.13911370833,148162857533.12692
1410,15083376.0,30048.564286510235,148190834222.4475
1411,15191176.0,30042.879784743294,148219354636.93384
1412,15298976.0,30037.088428498453,148248404948.66092
1413,15406776.0,30031.19308597901,148277971089.0672
1414,15514576.0,30025.19667181685,148308038756.6348
1415,15622376.0,30019.102145371628,148338593424.66382
1416,15730176.0,30012.91250901428,148369620349.13486
1417,15837976.0,30006.630806396475,148401104576.6533
1418,15945776.0,30000.26012070731,148433030952.47058
1419,16053576.0,29993.803572918805,148465384128.5757
1420,16161376.0,29987.264320021568,148498148571.8519
1421,16269176.0,29980.645553252092,148531308572.29205
1422,16376976.0,29973.950496312988,148564848251.26813
1423,16484776.0,29967.1824035877,148598751569.84805
1424,16592576.0,29960.344558350866,148633002337.15448
1425,16700376.0,29953.4402709758,148667584218.76096
1426,16808176.0,29946.47287714038,148702480745.11844
1427,16915976.0,29939.445736032543,148737675320.00793
1428,17023776.0,29932.36222855681,148773151229.01355
1429,17131576.0,29925.225755542877,148808891648.0101
1430,17239376.0,29918.039735957682,148844879651.66113
1431,17347176.0,29910.807605121947,148881098221.9214
1432,17454976.0,29903.532812932444,148917530256.5389
1433,17562776.0,29896.218822091072,148954158577.5519
1434,17670576.0,29888.869106341812,148990965939.77573
1435,17778376.0,29881.48714871662,149027935039.27454
1436,17886176.0,29874.076439791286,149065048521.81393
1437,17993976.0,29866.640475952197,149102288991.28897
1438,18101776.0,29859.18275767499,149139639018.12424
1439,18209576.0,29851.706787816,149177081147.6405
1440,18317376.0,29844.21606991737,149214597908.38477
1441,18425176.0,29836.714106526622,149252171820.41867
1442,18532976.0,29829.204397531612,149289785403.562
1443,18640776.0,29821.690438511483,149327421185.58704
1444,18748576.0,29814.17571910448,149365061710.35986
1445,18856376.0,29806.663721393248,149402689545.9254
1446,18964176.0,29799.157918308294,149440287292.53223
1447,19071976.0,29791.66177205026,149477837590.5939
1448,19179776.0,29784.178732531574,149515323128.58362
1449,19287576.0,29776.712235838033,149552726650.8588
1450,19395376.0,29769.265702710883,149590030965.41257
1451,19503176.0,29761.84253704982,149627218951.54962
1452,19610976.0,29754.446124437432,149664273567.48264
1453,19718776.0,29747.07983068544,149701177857.84772
1454,19826576.0,29739.74700040322,149737914961.13535
1455,19934376.0,29732.450955588814,149774468117.03503
1456,20042176.0,29725.19499424298,149810820673.69037
1457,20149976.0,29717.98238900632,149846956094.8636
1458,20257776.0,29710.816385819988,149882857967.0059
1459,20365576.0,29703.700202610034,149918510006.2329
1460,20473376.0,29696.63702799574,149953896065.20233
1461,20581176.0,29689.630020022032,149989000139.89236
1462,20688976.0,29682.682304916136,150023806376.27948
1463,20796776.0,29675.796975868696,150058299076.91284
1464,20904576.0,29668.977091839373,150092462707.3851
1465,21012376.0,29662.225676386992,150126281902.69763
1466,21120176.0,29655.54571652441,150159741473.51797
1467,21227976.0,29648.940161598035,150192826412.3301
1468,21335776.0,29642.411922192066,150225521899.47427
1469,21443576.0,29635.963869057436,150257813309.077
1470,21551376.0,29629.598832065454,150289686214.8692
1471,21659176.0,29623.31959918608,150321126395.892
1472,21766976.0,29617.128915490815,150352119842.08902
1473,21874776.0,29611.029482180074,150382652759.78482
1474,21982576.0,29605.023955635035,150412711577.0483
1475,22090376.0,29599.11494649379,150442282948.94077
1476,22198176.0,29593.305018751736,150471353762.64804
1477,22305976.0,29587.59668888602,150499911142.49588
1478,22413776.0,29581.992425003977,150527942454.84854
1479,22521576.0,29576.49464601533,150555435312.8899
1480,22629376.0,29571.10572082807,150582377581.28674
1481,22737176.0,29565.82796756778,150608757380.7344
1482,22844976.0,29560.663652820276,150634563092.3837
1483,22952776.0,29555.614990897346,150659783362.14963
1484,23060576.0,29550.684143125454,150684407104.90164
1485,23168376.0,29545.87321715712,150708423508.53482
1486,23276176.0,29541.184266304903,150731822037.92258
1487,23383976.0,29536.619288897655,150754592438.75046
1488,23491776.0,29532.180227658962,150776724741.23083
1489,23599576.0,29527.868969107447,150798209263.69928
1490,23707376.0,29523.68734297884,150819036616.09164
1491,23815176.0,29519.63712166951,150839197703.30295
1492,23922976.0,29515.720019701344,150858683728.42706
1493,24030776.0,29511.937693207623,150877486195.87854
1494,24138576.0,29508.29173943989,150895596914.39548
1495,24246376.0,29504.783696295406,150913007999.92474
1496,24354176.0,29501.41504186512,150929711878.38852
1497,24461976.0,29498.187194001894,150945701288.33353
1498,24569776.0,29495.101509908833,150960969283.46222
1499,24677576.0,29492.15928574746,150975509235.0464
1500,24785376.0,29489.361756265633,150989314834.22363
1501,24893176.0,29486.71009444496,151002380094.17664
1502,25000976.0,29484.20541116758,151014699352.19528
1503,25108776.0,29481.848754902094,151026267271.62225
1504,25216576.0,29479.641111408528,151037078843.68198
1505,25324376.0,29477.583403462177,151047129389.19302
1506,25432176.0,29475.676490596117,151056414560.16458
1507,25539976.0,29473.921168862347,151064930341.27658
1508,25647776.0,29472.318170611325,151072673051.24423
